fighter_id,fighter_f_name,fighter_l_name,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq
731,Chase,Sherman,193.04,250.0,198.12,1989-11-16,16,12,0,0
730,Valentina,Shevchenko,165.1,125.0,167.64,1988-03-07,23,4,1,0
729,Antonina,Shevchenko,172.72,125.0,170.18,1984-11-20,10,4,0,0
728,Katsuyori,Shibata,182.88,168.0,182.88,1979-11-17,4,11,1,0
727,Jake,Shields,182.88,170.0,182.88,1979-01-09,31,9,1,1.0
726,Henrique,Shiguemoto,180.34,185.0,182.88,1989-06-22,13,4,1,0
725,Shunichi,Shimizu,165.1,135.0,165.1,1985-01-31,30,18,1,1.0
724,Wade,Shipp,190.5,245.0,190.5,1975-02-09,11,5,0,0
723,Raja,Shippen,167.64,145.0,167.64,1986-10-07,18,11,1,0
722,Yuya,Shirai,172.72,168.0,172.72,1980-04-02,26,14,2,0
720,Alexander,Shlemenko,180.34,185.0,180.34,1984-05-20,56,9,0,1.0
719,Josh,Shockley,185.42,155.0,185.42,1989-11-15,11,4,0,0
718,Josh,Shockman,193.04,235.0,193.04,1980-12-29,6,3,0,0
717,Akira,Shoji,172.72,195.0,172.72,1974-01-31,14,17,5,0
716,Liudvik,Sholinian,177.8,135.0,180.34,1990-01-20,9,4,1,0
715,Jack,Shore,172.72,135.0,180.34,1995-02-06,17,1,0,0
714,Landon,Showalter,182.88,185.0,182.88,1976-06-14,11,19,1,0
713,Ivan,Shtyrkov,182.88,205.0,187.96,1988-06-09,15,0,1,0
712,Brandon,Shuey,170.18,155.0,170.18,1976-02-01,7,6,0,0
711,Ronal,Siahaan,170.18,125.0,180.34,1996-05-05,7,1,0,0
710,Sam,Sicilia,172.72,145.0,170.18,1986-02-01,15,8,0,0
709,Kiril,Sidelnikov,180.34,230.0,180.34,1988-08-17,11,4,0,0
708,Serhiy,Sidey,180.34,135.0,182.88,1996-07-04,10,1,0,0
707,Steven,Siler,180.34,145.0,177.8,1987-02-15,29,16,0,0
706,Siala,Siliga,185.42,290.0,185.42,1970-10-08,12,5,0,0
705,Xavier,Siller,165.1,125.0,165.1,1994-06-06,5,5,0,0
704,Assuerio,Silva,177.8,241.0,177.8,1974-06-18,16,8,0,1.0
703,Anderson,Silva,187.96,185.0,195.58,1975-04-14,34,11,0,1.0
702,Wanderlei,Silva,180.34,205.0,187.96,1976-07-03,35,13,1,1.0
701,Thiago,Silva,187.96,205.0,187.96,1982-11-12,19,6,0,2.0
700,Paulo,Cesar Silva,226.06,385.0,226.06,1963-07-21,2,6,0,0
699,Jean,Silva,167.64,160.0,167.64,1977-10-08,19,12,3,1.0
697,Sidney,Silva,190.5,170.0,190.5,1972-02-27,8,4,0,0
695,Antonio,Silva,193.04,264.0,208.28,1979-09-14,19,12,1,0
694,Fabio,Silva,180.34,205.0,180.34,1982-03-31,1,8,0,0
693,Erick,Silva,182.88,170.0,187.96,1984-06-21,19,9,0,1.0
692,Leandro,Silva,175.26,155.0,182.88,1985-11-11,20,6,1,1.0
691,Claudio,Silva,180.34,170.0,180.34,1982-09-06,14,4,0,0
690,Wagner,Silva,182.88,170.0,182.88,1987-02-07,6,3,0,0
689,Rafael,Silva,170.18,135.0,170.18,1985-03-20,28,6,0,0
688,Joaquim,Silva,172.72,155.0,175.26,1989-02-05,12,5,0,0
687,Felipe,Silva,182.88,155.0,195.58,1984-05-08,8,2,0,0
686,Dayana,Silva,170.18,135.0,170.18,1990-08-27,7,4,0,0
685,Bruno,Silva,162.56,125.0,165.1,1990-03-16,13,5,2,1.0
684,Bruno,Silva,182.88,185.0,187.96,1989-07-13,23,9,0,0
683,Gabriel,Silva,167.64,135.0,180.34,1994-08-26,8,2,0,0
682,Jacob,Silva,165.1,125.0,170.18,1988-02-23,6,4,0,0
681,Natalia,Silva,162.56,125.0,165.1,1997-02-03,16,5,1,0
680,Jansey,Silva,187.96,185.0,170.18,1995-05-30,7,2,0,0
679,Maria,Silva,160.02,115.0,162.56,1995-12-19,8,1,0,0
678,Karine,Silva,165.1,125.0,170.18,1993-12-02,17,4,0,0
677,Erik,Silva,175.26,145.0,180.34,1987-03-16,9,2,0,0
676,Janaina,Silva,154.94,115.0,152.4,1992-02-16,5,1,0,0
675,Jhonata,Silva,165.1,125.0,167.64,1997-04-24,8,2,0,0
674,Jean,Silva,170.18,145.0,175.26,1996-12-13,11,2,0,0
673,Danny,Silva,180.34,145.0,177.8,1997-01-30,8,1,0,0
672,Douglas,Silva de Andrade,170.18,135.0,172.72,1985-06-22,29,5,0,1.0
671,Leonardo,Silva de Oliveira,187.96,185.0,187.96,1992-04-23,12,4,0,0
669,Elias,Silverio,180.34,155.0,185.42,1986-09-22,13,3,0,0
668,Sim,Kai Xiong,165.1,125.0,167.64,1997-09-06,5,1,0,0
667,Jamey,Simmons,167.64,135.0,177.8,1992-09-11,7,4,0,0
666,Ricky,Simon,167.64,135.0,175.26,1992-08-31,20,4,0,0
665,Aaron,Simpson,182.88,170.0,185.42,1974-07-20,12,5,0,0
664,Wes,Sims,208.28,260.0,208.28,1979-08-04,24,14,1,2.0
662,Tony,Sims,180.34,155.0,177.8,1985-10-14,12,4,0,0
661,Everett,Sims,195.58,260.0,195.58,1988-09-04,4,1,0,0
660,Lodune,Sincaid,175.26,185.0,175.26,1973-05-07,15,9,0,0
659,Rob,Sinclair,172.72,155.0,172.72,1980-02-20,13,5,0,0
658,Rory,Singer,187.96,185.0,195.58,1976-05-28,11,9,0,0
657,Rana,Rudra Pratap Singh,177.8,135.0,175.26,1997-05-09,11,2,0,0
656,Elvis,Sinosic,190.5,205.0,195.58,1971-02-13,7,11,2,0
655,Mitchell,Sipe,187.96,245.0,187.96,1996-04-09,4,1,0,0
654,Gian,Siqueira,185.42,170.0,187.96,1994-06-23,19,5,0,0
653,Jeremia,Siregar,157.48000000000002,125.0,160.02,1991-07-27,6,3,0,0
651,Yokthai,Sithoar,170.18,143.0,170.18,1974-12-25,0,1,0,0
649,Dennis,Siver,167.64,145.0,177.8,1979-01-13,23,11,0,1.0
648,Chas,Skelly,180.34,145.0,182.88,1985-05-11,19,3,0,1.0
647,Matt,Skelton,190.5,265.0,190.5,1967-01-23,0,1,0,0
644,Joe,Slick,182.88,199.0,182.88,1977-10-17,16,5,3,0
643,Ray,Sloan,185.42,205.0,185.42,1985-07-14,8,1,0,0
641,Maurice,Smith,187.96,221.0,187.96,1961-12-13,12,14,0,0
640,Patrick,Smith,187.96,225.0,187.96,1963-08-28,20,17,0,0
639,Scott,Smith,182.88,185.0,177.8,1979-05-21,18,11,0,1.0
637,Josh,Smith,182.88,155.0,182.88,1982-07-02,9,8,0,0
633,Trevor,Smith,190.5,185.0,190.5,1981-01-05,15,10,0,0
632,Anthony,Smith,193.04,205.0,193.04,1988-07-26,37,18,0,0
631,Colton,Smith,182.88,155.0,180.34,1987-08-14,7,4,0,0
630,Gilbert,Smith,175.26,185.0,175.26,1981-10-19,12,6,0,0
629,Leslie,Smith,175.26,135.0,167.64,1982-08-17,10,7,1,0
628,Devonte,Smith,175.26,155.0,193.04,1993-07-30,11,4,0,0
627,Cole,Smith,180.34,135.0,170.18,1989-04-05,7,2,0,0
626,Nate,Smith,167.64,125.0,175.26,1995-04-09,6,1,0,0
625,Braxton,Smith,180.34,257.0,182.88,1990-01-01,5,2,0,0
622,Dmitrii,Smoliakov,187.96,253.0,187.96,1982-08-05,9,3,0,0
621,Louis,Smolka,175.26,135.0,172.72,1991-07-16,17,9,0,0
620,Cameron,Smotherman,175.26,135.0,175.26,1997-09-17,8,4,0,0
619,Shimon,Smotritsky,187.96,170.0,187.96,2000-08-22,8,2,0,0
618,Richie,Smullen,175.26,155.0,172.72,1991-08-17,3,1,1,0
617,Devin,Smyth,177.8,170.0,182.88,1995-07-21,4,2,0,0
615,Peter,Sobotta,182.88,170.0,190.5,1987-01-11,17,7,1,0
614,Renato,Sobral,185.42,205.0,190.5,1975-09-07,37,11,0,0
613,Rameau,Thierry Sokoudjou,177.8,205.0,198.12,1984-04-18,18,18,0,0
612,Alexander,Soldatkin,187.96,250.0,190.5,1993-06-10,14,4,0,0
611,Joe,Solecki,175.26,155.0,177.8,1993-08-27,13,3,0,0
609,Joe,Son,162.56,236.0,162.56,1970-11-22,0,4,0,0
607,Song,Kenan,182.88,170.0,180.34,1990-03-10,20,7,0,0
606,Song,Yadong,172.72,135.0,170.18,1997-12-02,20,7,1,1.0
605,Emrah,Sonmez,177.8,145.0,180.34,1992-06-26,14,5,0,0
604,Chael,Sonnen,185.42,205.0,185.42,1977-04-03,29,15,1,0
602,Jin,Soo Son,167.64,135.0,175.26,1993-04-01,9,4,0,0
601,Emiliano,Sordi,187.96,205.0,187.96,1991-02-15,16,7,0,0
600,Sean,Soriano,175.26,145.0,177.8,1989-10-06,14,8,0,0
599,Punahele,Soriano,180.34,185.0,182.88,1992-11-22,9,3,0,0
598,Dmitry,Sosnovskiy,190.5,240.0,195.58,1989-07-06,11,0,0,0
597,Ben,Sosoli,182.88,265.0,182.88,1989-12-10,7,3,0,2.0
596,Krzysztof,Soszynski,185.42,205.0,195.58,1977-08-02,26,12,1,0
595,George,Sotiropoulos,177.8,155.0,180.34,1977-07-09,14,7,0,0
594,Greg,Soto,180.34,170.0,185.42,1986-06-03,9,4,0,0
593,Alex,Soto,172.72,135.0,172.72,1984-02-15,8,3,1,0
592,Joe,Soto,167.64,135.0,165.1,1987-03-22,18,7,0,0
590,Andre,Soukhamthath,175.26,135.0,177.8,1988-10-23,13,8,0,0
589,Mario,Sousa,190.5,185.0,200.66,1996-10-20,15,3,0,0
588,Bobby,Southworth,187.96,205.0,187.96,1969-12-16,10,6,0,1.0
587,Jacare,Souza,185.42,185.0,182.88,1979-12-07,26,10,0,1.0
586,Edimilson,Souza,182.88,145.0,187.96,1984-10-17,15,5,0,0
585,Livinha,Souza,160.02,115.0,160.02,1991-03-11,14,4,0,0
584,Bruno,Souza,177.8,145.0,177.8,1996-03-07,10,3,0,0
583,Ketlen,Souza,160.02,125.0,160.02,1994-08-18,13,4,0,0
582,Charon,Spain,175.26,155.0,175.26,1988-03-11,14,26,0,0
581,Chris,Spang,187.96,170.0,187.96,1987-11-26,6,3,0,0
580,Andreas,Spang,185.42,185.0,185.42,1978-11-07,9,3,0,0
579,Ryan,Spann,195.58,205.0,200.66,1991-08-24,21,9,0,0
577,Tommy,Speer,177.8,170.0,180.34,1984-08-20,21,7,0,0
575,Sean,Spencer,177.8,170.0,187.96,1987-06-25,12,6,0,0
574,Felicia,Spencer,167.64,145.0,172.72,1990-11-29,9,3,0,0
571,Mario,Sperry,187.96,205.0,187.96,1966-09-28,13,4,0,0
570,Eric,Spicely,185.42,185.0,185.42,1986-09-29,12,6,0,0
568,Daniel,Spitz,200.66,245.0,208.28,1990-07-31,6,3,0,0
567,Serghei,Spivac,190.5,260.0,198.12,1995-01-24,16,4,0,0
566,Daniel,Spohn,193.04,205.0,200.66,1984-10-12,15,6,0,0
565,Pete,Spratt,175.26,170.0,175.26,1971-01-09,25,23,0,0
564,Austin,Springer,172.72,145.0,180.34,1987-05-12,12,4,0,0
563,Georges,St-Pierre,180.34,185.0,193.04,1981-05-19,26,2,0,0
561,Andreas,Stahl,180.34,170.0,180.34,1988-05-20,10,4,0,0
560,Ron,Stallings,187.96,170.0,190.5,1983-01-25,14,8,0,1.0
559,Cody,Stamann,167.64,135.0,162.56,1989-11-09,21,6,1,0
558,Cristina,Stanciu,160.02,115.0,160.02,1994-03-29,5,2,0,0
557,Brian,Stann,185.42,205.0,187.96,1980-09-24,12,6,0,0
556,Josh,Stansbury,187.96,205.0,187.96,1984-11-19,4,8,0,0
555,Dion,Staring,185.42,235.0,185.42,1978-06-09,35,14,0,0
553,Clifford,Starks,182.88,185.0,198.12,1981-04-25,13,3,0,0
552,Kalib,Starnes,190.5,185.0,187.96,1975-01-06,17,11,1,0
551,Laureano,Staropoli,185.42,185.0,180.34,1993-02-27,9,5,0,0
550,Damian,Stasiak,165.1,135.0,177.8,1990-02-20,10,6,0,0
548,Dominique,Steele,177.8,170.0,187.96,1988-01-27,14,9,0,0
547,Ricky,Steele,175.26,135.0,187.96,1988-05-26,6,0,0,0
545,Steve,Steinbeiss,190.5,185.0,190.5,1981-05-05,9,4,0,0
544,Ray,Steinbeiss,180.34,170.0,180.34,1979-09-12,14,7,0,0
542,Jeremy,Stephens,175.26,145.0,180.34,1986-05-25,28,19,0,1.0
541,Aljamain,Sterling,170.18,135.0,180.34,1989-07-31,23,4,0,0
539,Joe,Stevenson,170.18,145.0,177.8,1982-06-15,33,16,0,0
538,Maia,Stevenson,162.56,115.0,157.48,1982-03-19,6,5,0,0
536,Darren,Stewart,182.88,205.0,187.96,1990-12-30,12,8,0,2.0
535,Kyle,Stewart,182.88,170.0,193.04,1989-01-31,11,3,0,0
533,Tyler,Stinson,190.5,170.0,190.5,1986-01-17,30,10,0,0
532,Dan,Stittgen,185.42,170.0,185.42,1980-11-17,12,5,0,0
531,Lazar,Stojadinovic,170.18,145.0,172.72,1989-03-22,12,5,0,0
530,Denis,Stojnic,182.88,245.0,182.88,1980-02-02,13,3,0,1.0
529,Julija,Stoliarenko,170.18,125.0,167.64,1993-04-08,11,8,2,0
528,Dustin,Stoltzfus,182.88,185.0,190.5,1991-11-15,14,5,0,0
527,Niklas,Stolze,185.42,155.0,187.96,1992-12-28,12,6,0,0
526,Ken,Stone,172.72,135.0,180.34,1982-10-08,11,4,0,0
525,Ryan,Stonitsch,175.26,170.0,175.26,1977-02-03,8,1,0,0
523,Rick,Story,175.26,170.0,180.34,1984-08-28,19,9,0,0
522,Darko,Stosic,182.88,205.0,193.04,1992-02-09,13,4,0,0
520,Curtis,Stout,185.42,185.0,185.42,1973-11-07,11,12,1,0
519,Sam,Stout,175.26,155.0,177.8,1984-04-23,20,12,1,0
518,Tim,Stout,180.34,185.0,180.34,1979-02-09,12,10,0,0
517,Jesse,Strader,170.18,135.0,177.8,1991-05-29,5,3,0,0
515,Dave,Strasser,177.8,170.0,177.8,1969-07-13,25,8,0,0
514,Daniel,Straus,170.18,145.0,180.34,1984-07-27,24,7,0,1.0
513,Gerald,Strebendt,175.26,155.0,175.26,1979-03-01,9,7,0,0
512,Sean,Strickland,185.42,185.0,193.04,1991-02-27,28,5,0,0
511,Mark,Striegl,172.72,145.0,177.8,1988-06-23,18,4,0,1.0
510,Hans,Stringer,190.5,205.0,190.5,1987-07-06,22,8,3,0
509,Stefan,Struve,210.82,265.0,213.36,1988-02-18,33,13,0,0
507,Mike,Stumpf,177.8,170.0,177.8,1986-08-01,11,4,0,0
505,Tatiana,Suarez,165.1,115.0,167.64,1990-12-19,11,0,0,0
503,Genki,Sudo,175.26,155.0,175.26,1978-03-08,15,4,2,0
502,Lucasz,Sudolski,193.04,205.0,190.5,1993-06-15,8,1,0,0
500,Takashi,Sugiura,180.34,225.0,180.34,1970-05-31,1,3,0,0
499,Naho,Sugiyuma,154.94,105.0,154.94,1978-02-03,12,5,0,0
498,George,Sullivan,182.88,170.0,185.42,1981-03-13,17,7,0,1.0
497,Amar,Suloev,175.26,183.0,175.26,1976-07-01,24,7,0,0
495,Justin,Sumter,187.96,185.0,203.2,1989-11-16,7,3,0,0
492,Rama,Supandhi,165.1,125.0,167.64,1991-11-07,8,4,0,0
490,Jason,Suttie,182.88,210.0,182.88,1973-08-07,0,1,0,0
488,Chad,Sutton,185.42,185.0,185.42,1982-08-07,2,2,0,0
487,Danilo,Suzart,182.88,260.0,182.88,1991-12-04,9,2,0,0
486,Martin,Svensson,185.42,155.0,185.42,1985-04-25,15,6,0,0
485,Daniel,Swain,175.26,145.0,177.8,1991-01-30,20,10,1,0
484,Cub,Swanson,172.72,145.0,177.8,1983-11-02,29,13,0,0
483,Mike,Swick,185.42,170.0,195.58,1979-06-19,15,6,0,0
482,Floyd,Sword,182.88,185.0,182.88,1976-08-24,12,3,0,0
480,Bentley,Syler,162.56,125.0,162.56,1982-12-22,5,1,0,0
479,Kevin,Syler,175.26,155.0,180.34,1993-07-29,10,1,0,0
478,Leo,Sylvest,180.34,205.0,180.34,1973-09-03,10,16,0,0
477,Tony,Sylvester,185.42,225.0,185.42,1978-01-27,11,3,0,0
476,Tim,Sylvia,203.2,265.0,203.2,1976-03-05,31,10,0,1.0
475,Kevin,Szaflarski,195.58,260.0,195.58,1994-12-30,11,2,0,0
471,Justin,Tafa,182.88,264.0,187.96,1993-12-13,7,3,0,1.0
470,Junior,Tafa,190.5,240.0,190.5,1996-09-21,5,1,0,0
469,Khalid,Taha,165.1,135.0,175.26,1992-02-15,13,5,0,1.0
468,Joe,Taimanglo,162.56,135.0,162.56,1984-06-27,23,7,1,0
467,Tatsuro,Taira,170.18,125.0,177.8,2000-01-27,14,0,0,0
466,Mairbek,Taisumov,175.26,155.0,185.42,1988-08-08,27,6,0,0
465,Nobuhiko,Takada,182.88,220.0,182.88,1962-04-12,2,6,2,0
464,Yoshiki,Takahashi,180.34,199.0,180.34,1969-03-13,30,27,3,1.0
463,Yoko,Takahashi,172.72,150.0,172.72,1973-04-20,15,12,2,0
462,Daiju,Takase,182.88,170.0,182.88,1978-04-20,12,15,2,0
461,Hiroyuki,Takaya,167.64,139.0,167.64,1977-06-10,21,14,2,0
460,Yoshihiro,Takayama,195.58,280.0,195.58,1968-09-19,1,4,0,0
459,Makoto,Takimoto,170.18,205.0,170.18,1979-12-08,6,5,0,0
458,Oleg,Taktarov,182.88,210.0,182.88,1967-08-26,17,5,2,0
457,Payton,Talbott,177.8,135.0,177.8,1998-09-09,6,0,0,0
456,Nordine,Taleb,185.42,170.0,187.96,1981-06-10,15,7,0,0
455,Murtaza,Talha,182.88,205.0,187.96,1996-07-10,6,0,0,0
453,Eli,Tamez,170.18,135.0,170.18,1985-08-22,10,0,0,0
452,Kiyoshi,Tamura,180.34,185.0,180.34,1969-12-17,32,13,3,0
451,Akitoshi,Tamura,175.26,135.0,177.8,1980-05-31,21,18,2,0
450,Issei,Tamura,165.1,135.0,160.02,1984-03-12,10,8,0,0
449,Jason,Tan,177.8,170.0,177.8,1981-12-17,5,3,0,0
447,Michinori,Tanaka,165.1,135.0,170.18,1990-10-04,11,3,0,0
446,Evan,Tanner,182.88,185.0,187.96,1971-02-11,32,8,0,0
445,Kasey,Tanner,170.18,135.0,175.26,1992-01-11,6,1,0,0
444,Manny,Tapia,165.1,135.0,170.18,1981-03-14,12,14,1,0
442,Miesha,Tate,167.64,135.0,165.1,1986-08-18,19,9,0,0
441,Deividas,Taurosevicius,175.26,145.0,172.72,1977-08-28,17,5,0,0
440,Thiago,Tavares,170.18,145.0,177.8,1984-11-08,21,7,1,0
438,Brad,Tavares,185.42,185.0,187.96,1987-12-21,20,9,0,0
437,Ramon,Taveras,172.72,135.0,177.8,1994-01-09,8,2,0,0
436,Paul,Taylor,182.88,155.0,182.88,1979-12-15,11,6,1,1.0
435,Jesse,Taylor,182.88,170.0,185.42,1983-01-02,31,15,0,0
433,Louis,Taylor,180.34,185.0,180.34,1979-05-12,13,4,0,0
431,Danielle,Taylor,152.4,115.0,152.4,1989-10-25,9,4,0,0
429,James,Te Huna,187.96,185.0,190.5,1981-09-29,16,9,0,0
428,Shawn,Teed,195.58,265.0,195.58,1992-02-13,5,2,0,0
427,Glover,Teixeira,187.96,205.0,193.04,1979-10-28,33,9,0,0
426,John,Teixeira,170.18,145.0,170.18,1986-11-18,21,2,2,0
425,Ewerton,Teixeira,185.42,242.0,185.42,1982-02-13,3,1,0,0
424,Tra,Telligman,187.96,233.0,187.96,1965-02-07,7,5,1,0
423,Taneisha,Tennant,170.18,145.0,177.8,1989-06-15,5,1,0,0
421,Dave,Terrel,172.72,170.0,172.72,1978-05-10,7,7,0,0
420,David,Terrell,185.42,185.0,185.42,1978-01-09,6,2,0,0
419,James,Terry,177.8,170.0,177.8,1981-03-16,19,9,0,0
417,David,Teymur,175.26,155.0,185.42,1989-05-01,8,2,0,0
416,Daniel,Teymur,165.1,145.0,175.26,1988-02-03,7,4,0,0
415,Motonobu,Tezuka,170.18,135.0,170.18,1987-08-29,28,12,7,0
414,Jason,Thacker,177.8,185.0,177.8,1975-08-18,0,1,0,0
413,Brandon,Thatch,187.96,170.0,187.96,1985-07-11,11,5,0,0
412,Elias,Theodorou,185.42,185.0,190.5,1988-05-31,16,3,0,0
410,Paulo,Thiago,180.34,170.0,187.96,1981-01-25,18,9,0,0
409,Din,Thomas,175.26,155.0,175.26,1976-09-28,26,9,0,1.0
408,Ryan,Thomas,182.88,170.0,182.88,1984-11-05,20,8,0,0
407,Noah,Thomas,175.26,135.0,175.26,1981-03-27,14,7,0,0
404,Nick,Thompson,185.42,170.0,187.96,1981-06-23,38,14,1,0
403,James,Thompson,195.58,265.0,195.58,1978-12-16,20,16,0,1.0
402,Oli,Thompson,185.42,242.0,185.42,1980-01-02,17,10,0,0
401,Stephen,Thompson,182.88,170.0,190.5,1983-02-11,17,6,1,0
400,Josh,Thomson,177.8,155.0,180.34,1978-09-21,22,9,0,1.0
399,Simeon,Thoresen,185.42,170.0,200.66,1984-03-14,17,6,1,0
398,Josh,Thornburg,182.88,170.0,182.88,1984-05-24,8,8,0,0
397,Gleison,Tibau,177.8,155.0,180.34,1983-10-07,33,14,0,0
396,Chris,Tickle,175.26,155.0,175.26,1982-02-01,9,9,0,0
395,Nolan,Ticman,167.64,125.0,167.64,1988-05-17,4,3,0,0
394,Darren,Till,182.88,185.0,187.96,1992-12-24,18,5,1,0
392,Denis,Tiuliulin,185.42,185.0,195.58,1988-05-17,10,8,0,1.0
390,Andrew,Todhunter,182.88,185.0,182.88,1987-11-30,8,0,0,0
389,Dusko,Todorovic,185.42,185.0,187.96,1994-05-19,12,4,0,0
388,Tuco,Tokkos,193.04,205.0,190.5,1990-06-30,7,3,0,0
387,Hideo,Tokoro,170.18,135.0,170.18,1977-08-22,34,29,2,0
386,Anatoly,Tokov,177.8,185.0,177.8,1990-02-17,25,2,0,0
385,Kazuki,Tokudome,180.34,155.0,185.42,1987-03-04,18,7,1,0
384,Tyler,Toner,172.72,145.0,177.8,1983-03-31,15,7,0,1.0
383,James,Toney,175.26,220.0,175.26,1968-08-24,0,1,0,0
380,Ilia,Topuria,170.18,145.0,175.26,1997-01-21,14,0,0,0
379,Anthony,Torres,172.72,170.0,172.72,1978-07-31,5,3,0,0
378,Miguel,Torres,175.26,135.0,193.04,1981-01-18,44,9,0,0
377,Ronys,Torres,170.18,155.0,170.18,1975-08-13,35,5,0,0
375,Tecia,Torres,154.94,115.0,152.4,1989-08-16,13,6,0,0
374,Alex,Torres,177.8,145.0,177.8,1988-05-29,5,4,0,0
373,Abram,Torres,177.8,170.0,177.8,1982-10-29,4,3,0,0
372,Jose,Torres,162.56,125.0,165.1,1992-08-02,8,1,0,0
371,Desmond,Torres,167.64,135.0,175.26,1997-01-06,7,2,0,0
370,Manuel,Torres,177.8,155.0,185.42,1995-03-25,14,2,0,0
369,Eduardo,Torres Caut,170.18,135.0,177.8,1995-04-26,16,1,0,0
368,Salim,Touahri,177.8,170.0,182.88,1989-09-28,10,4,0,0
367,Dequan,Townsend,190.5,205.0,200.66,1986-05-11,21,12,0,0
365,Slim,Trabelsi,190.5,235.0,190.5,1993-05-09,5,0,0,0
364,Roberto,Traven,190.5,227.0,190.5,1968-09-16,6,4,1,0
361,Francisco,Trevino,175.26,155.0,177.8,1981-12-17,13,3,0,0
360,Angelo,Trevino,180.34,170.0,180.34,1993-06-10,7,3,0,0
359,Frank,Trigg,175.26,170.0,180.34,1972-05-07,21,9,0,0
358,Francisco,Trinaldo,175.26,170.0,177.8,1978-08-24,28,9,0,0
357,Damien,Trites,180.34,165.0,180.34,1979-08-23,7,6,0,0
356,Michael,Trizano,180.34,145.0,180.34,1991-12-31,11,3,0,0
355,Antonio,Trocoli,195.58,205.0,208.28,1990-12-06,12,3,0,1.0
354,Tor,Troeng,187.96,185.0,187.96,1983-01-25,16,7,1,0
352,Reynaldo,Trujillo,175.26,155.0,175.26,1982-01-01,21,19,0,0
351,Abel,Trujillo,172.72,155.0,177.8,1983-09-18,15,8,0,1.0
350,Arman,Tsarukyan,170.18,155.0,182.88,1996-10-11,20,3,0,0
349,Rei,Tsuruya,167.64,125.0,172.72,2002-06-22,8,0,0,0
348,Chris,Tuchscherer,187.96,258.0,193.04,1975-09-08,21,4,0,1.0
347,Jon,Tuck,180.34,155.0,185.42,1984-08-28,10,5,0,0
346,Gavin,Tucker,167.64,145.0,167.64,1986-06-17,13,3,0,0
345,Jumabieke,Tuerxun,170.18,135.0,170.18,1986-04-17,19,4,1,0
342,Tai,Tuivasa,187.96,264.0,190.5,1993-03-16,15,6,0,0
341,Zubaira,Tukhugov,172.72,155.0,172.72,1991-01-15,20,6,1,0
340,Teila,Tuli,182.88,430.0,182.88,1969-06-14,0,1,0,0
339,Marco,Tulio,182.88,185.0,187.96,1994-06-13,10,1,0,0
338,Nyamjargal,Tumendemberel,170.18,125.0,180.34,1998-03-22,8,0,0,0
337,Albert,Tumenov,180.34,170.0,185.42,1991-12-26,18,4,0,0
336,Ricky,Turcios,175.26,135.0,180.34,1993-06-05,13,3,0,0
335,Anton,Turkalj,193.04,205.0,198.12,1996-06-10,8,3,0,0
334,Wellington,Turman,182.88,170.0,182.88,1996-07-22,18,7,0,0
332,Jalin,Turner,190.5,155.0,195.58,1995-05-18,13,7,0,0
331,Austin,Tweedy,175.26,155.0,175.26,1990-09-25,8,2,0,0
330,Marcin,Tybura,190.5,249.0,198.12,1985-11-09,24,8,0,0
329,Takeru,Uchida,165.1,125.0,172.72,2002-09-30,6,1,0,0
328,Alberto,Uda,190.5,185.0,190.5,1984-08-08,12,2,0,0
327,Ryuki,Ueyama,180.34,180.0,180.34,1976-04-17,12,18,5,1.0
326,Christian,Uflacker,180.34,170.0,180.34,1985-08-04,5,0,0,0
324,Tagir,Ulanbekov,170.18,125.0,177.8,1991-08-07,14,2,0,0
323,Carlos,Ulberg,193.04,205.0,195.58,1990-11-07,10,1,0,0
322,Gasan,Umalatov,180.34,170.0,180.34,1982-09-11,17,4,2,0
319,Caol,Uno,170.18,155.0,177.8,1975-05-08,33,19,5,0
318,Kengo,Ura,175.26,165.0,175.26,1981-06-20,14,12,2,0
317,Logan,Urban,182.88,170.0,182.88,1994-04-22,5,1,0,1.0
316,Hector,Urbina,180.34,170.0,185.42,1987-09-17,17,10,1,0
315,Elias,Urbina,190.5,185.0,195.58,1993-10-09,3,1,0,0
314,Gilbert,Urbina,190.5,170.0,190.5,1996-04-05,7,3,0,0
313,Nick,Urso,167.64,125.0,167.64,1985-09-26,10,3,0,1.0
312,Yasuhiro,Urushitani,165.1,125.0,165.1,1976-09-08,21,8,6,0
311,Sho,Patrick Usami,175.26,155.0,177.8,2000-05-08,4,1,0,0
310,Kamaru,Usman,182.88,170.0,193.04,1987-05-11,20,3,0,0
309,Mohammed,Usman,187.96,239.0,200.66,1989-04-01,11,2,0,0
308,Darren,Uyenoyama,167.64,125.0,165.1,1979-10-15,10,6,0,0
307,Richie,Vaculik,167.64,125.0,175.26,1983-06-19,10,4,0,0
305,Genaro,Valdez,175.26,155.0,182.88,1992-01-16,10,3,0,0
304,Charlie,Valencia,160.02,135.0,162.56,1974-10-31,12,7,0,0
302,Ivan,Valenzuela,187.96,185.0,195.58,1992-11-17,8,2,0,0
301,Timur,Valiev,167.64,135.0,170.18,1990-01-19,18,3,0,1.0
298,Kevin,Vallejos,170.18,145.0,172.72,2001-12-08,11,1,0,0
297,Isaac,Vallie-Flagg,172.72,155.0,177.8,1978-04-08,16,7,1,0
296,Joshua,Van,165.1,125.0,165.1,2001-10-10,8,1,0,0
